"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population","countrycode","continentcode","tstamp","latitude","longitude","magnitude","tsunami_ind","damage_range","houses_damaged"
"5863",5871,2014-02-15,"United Kingdom","landslide","Landslide","Downpour","",0,0,"BDA Sun","http://www.bermudasun.bm/Content/NEWS/News/Article/Landslide-victim---Someone-should-do-something-/24/270/75478#http://www.bermudasun.bm/Content/NEWS/News/Article/Landslide-victim---Someone-should-do-something-/24/270/75478","above road",1,"Medium",0.89751,902,"BM",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",32.3032,-64.7792,NA,NA,NA,NA
"5864",5872,2014-02-16,"United States","landslide","Mudslide","unknown","",0,0,"The Seattle Times","http://blogs.seattletimes.com/today/2014/02/mudslide-halts-sounder-northline-service-through-tuesday/#http://blogs.seattletimes.com/today/2014/02/mudslide-halts-sounder-northline-service-through-tuesday/","above road",5,"Medium",8.68947,53007,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.689,-122.4021,NA,NA,NA,NA
"5865",5873,2014-02-16,"Ireland","landslide","Landslide","Unknown","",0,0,"Irish News","http://www.independent.ie/irish-news/landslide-near-famous-beach-30021761.html#http://www.independent.ie/irish-news/landslide-near-famous-beach-30021761.html","above road",5,"Large",0.47633,1354,"IE","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",52.5108,-9.678,NA,NA,NA,NA
"5866",5874,2014-02-16,"United States","landslide","Landslide","unknown","",0,0,"Alaska Dispatch","http://www.alaskadispatch.com/article/20140220/huge-landslide-strikes-mystery-location-southeast-alaska#http://www.alaskadispatch.com/article/20140220/huge-landslide-strikes-mystery-location-southeast-alaska","Natural_slope",NA,"Very_large",120.43866,1713,"US",NA,"Tue Jan 06 2015 23:26:25 GMT+0000 (UTC)",58.5624,-137.0834,NA,NA,NA,NA
"5867",5875,2014-02-17,"United States","landslide","Mudslide","unknown","",0,0,"The Seattle Times","http://blogs.seattletimes.com/today/2014/02/mudslide-halts-sounder-northline-service-through-tuesday/#http://blogs.seattletimes.com/today/2014/02/mudslide-halts-sounder-northline-service-through-tuesday/","above road",5,"Medium",0.53105,39709,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.8112,-122.3844,NA,NA,NA,NA
"5868",5876,2014-02-17,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"Q13 FOX.com","http://q13fox.com/2014/02/17/mudslide-closes-road-knocks-out-power/#http://q13fox.com/2014/02/17/mudslide-closes-road-knocks-out-power/%23axzz35neJq3Aw","Above_road",1,"Medium",0.91272,3014,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.2733,-122.2608,NA,NA,NA,NA
"5869",5877,2014-02-17,"United Kingdom","landslide","Landslide","Continuous_Rain","",0,0,"Folkestone Herald","http://www.folkestoneherald.co.uk/PICTURES-Road-Remembrance-landslide/story-20643132-detail/story.html#http://www.folkestoneherald.co.uk/PICTURES-Road-Remembrance-landslide/story-20643132-detail/story.html","Unknown",1,"Large",0.64791,45992,"GB","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",51.0779,1.1802,NA,NA,NA,NA
"5870",5878,2014-02-18,"United States","landslide ","Landslide","Continuous_rain","",0,0,"Q13 FOX","http://q13fox.com/2014/02/18/flooding-mudslides-and-avalanches-oh-my/#http://q13fox.com/2014/02/18/flooding-mudslides-and-avalanches-oh-my/%23axzz35neJq3Aw","Above_road",NA,"Small",3.94333,4354,"US",NA,"Thu Jan 14 2016 15:42:25 GMT+0000 (UTC)",47.1341,-122.0506,NA,NA,NA,NA
"5871",5879,2014-02-18,"United Kingdom","landslide","Landslide","Continuous_Rain","",0,0,"ITV","http://www.itv.com/news/update/2014-02-14/landslide-on-surrey-train-line-leaves-thousands-delayed/#http://www.itv.com/news/update/2014-02-14/landslide-on-surrey-train-line-leaves-thousands-delayed/","Above_road",10,"Medium",2.3589,51559,"GB","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",51.2595,-0.1557,NA,NA,NA,NA
"5872",5880,2014-02-18,"United States","landslide ","Mudslide","Continuous_Rain","",0,0,"Q13 FOX.com","http://q13fox.com/2014/02/18/flooding-mudslides-and-avalanches-oh-my/#http://q13fox.com/2014/02/18/flooding-mudslides-and-avalanches-oh-my/%23axzz35neJq3Aw","Above_road",1,"Medium",1.50521,9173,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.2473,-122.373,NA,NA,NA,NA
"5873",5881,2014-02-18,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"The News Tribune","http://www.thenewstribune.com/2014/02/18/3054617/mudslide-closes-lanes-of-north.html#http://www.thenewstribune.com/2014/02/18/3054617/mudslide-closes-lanes-of-north.html","Above_road",1,"small",2.10455,198397,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.2711,-122.452,NA,NA,NA,NA
"5874",5882,2014-02-18,"United States","landslide","Landslide","unknown","",0,0,"The News Tribune","http://www.thenewstribune.com/2014/02/18/3054678/landslide-hazards-lead-to-overnight.html#http://www.thenewstribune.com/2014/02/18/3054678/landslide-hazards-lead-to-overnight.html","above road",1,"Large",1.69209,6606,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.2549,-122.2674,NA,NA,NA,NA
"5875",5883,2014-02-18,"United States","landslide","Landslide","Continuous_Rain","",0,0,"Hood River News","http://www.hoodrivernews.com/news/2014/feb/22/landslide-forces-closure-dee-hwy-tuesday/http:/www.hoodrivernews.com/news/2014/feb/22/landslide-forces-closure-dee-hwy-tuesday/#http://www.hoodrivernews.com/news/2014/feb/22/landslide-forces-closure-","Above_road",10,"Medium",2.93048,2255,"US",NA,"Tue Jun 21 2016 17:32:21 GMT+0000 (UTC)",45.6516,-121.5602,NA,NA,NA,NA
"5876",5884,2014-02-19,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"Thurstontalk.com","http://www.thurstontalk.com/2014/02/19/thurston-county-roads-closed-water-mudslide/#http://www.thurstontalk.com/2014/02/19/thurston-county-roads-closed-water-mudslide/","Above_road",1,"Medium",5.24235,2388,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",46.775,-123.0873,NA,NA,NA,NA
"5877",5885,2014-02-19,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"KOMONews.com","http://www.komonews.com/news/local/Overnight-rain-triggers-more-King-County-road-closures-246339971.html#http://www.komonews.com/news/local/Overnight-rain-triggers-more-King-County-road-closures-246339971.html","Above_road",5,"Medium",1.73118,10670,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.5399,-121.8094,NA,NA,NA,NA
"5878",5886,2014-02-20,"Azerbaijan","landslide","landslide","Snowfall_snowmelt","",0,0,"Azernews ","http://www.azernews.az/azerbaijan/64522.html#http://www.azernews.az/azerbaijan/64522.html","unknown",5,"Large",3.8423,37949,"AZ","AS","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",40.4825,49.7597,NA,NA,NA,NA
"5879",5887,2014-02-20,"United Kingdom","landslide","Landslide","Continuous_Rain","",0,0,"Sheffield Telegraph","http://www.sheffieldtelegraph.co.uk/news/local/landslip-disrupts-london-trains-1-6452089#http://www.sheffieldtelegraph.co.uk/news/local/landslip-disrupts-london-trains-1-6452089","Unknown",5,"unknown",2.5589,20942,"GB","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",53.29,-1.4425,NA,NA,NA,NA
"5880",5888,2014-02-21,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"Cincinnati's WLWT 5","http://www.wlwt.com/news/local-news/cincinnati/WB-Elberon-reopens-after-mudslide-cleared/24600368#http://www.wlwt.com/news/local-news/cincinnati/WB-Elberon-reopens-after-mudslide-cleared/24600368%23!6Dags","Above_road",1,"medium",1.22118,4407,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",39.0963,-84.5607,NA,NA,NA,NA
"5881",5889,2014-02-21,"United Kingdom","landslide","Landslide","Continuous_Rain","",0,0,"BBC News Dorset","http://www.bbc.com/news/uk-england-dorset-26285653#http://www.bbc.com/news/uk-england-dorset-26285653","Above_road",5,"Large",1.55216,163600,"GB","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",50.7187,-1.8577,NA,NA,NA,NA
"5882",5891,2014-02-21,"United States","landslide","Landslide","unknown","",0,0,"Q13 FOX.com","http://q13fox.com/2014/02/21/landslide-closes-section-of-auburn-black-diamond-road/#http://q13fox.com/2014/02/21/landslide-closes-section-of-auburn-black-diamond-road/%23axzz36FXex2gt","Below_road",1,"Medium",2.79022,10160,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.3174,-122.1323,NA,NA,NA,NA
"5883",5892,2014-02-22,"Indonesia","landslide","Landslide","Downpour","",11,0,"News","http://news.xinhuanet.com/english/world/2014-02/23/c_126178103.htm#http://news.xinhuanet.com/english/world/2014-02/23/c_126178103.htm","unknown",50,"Large",1.11693,134895,"ID","AS","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",-2.5236,140.718,NA,NA,NA,NA
"5884",5893,2014-02-22,"United States","landslide","Mudslide","Snowfall_snowmelt","",0,0,"WYMT TV 57  Mountain news","http://www.wkyt.com/wymt/home/headlines/Some-Floyd-County-drivers-caught-off-guard-by-mudslide-246696151.html#http://www.wkyt.com/wymt/home/headlines/Some-Floyd-County-drivers-caught-off-guard-by-mudslide-246696151.html","above road",5,"Medium",11.74439,3255,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",37.5927,-82.8679,NA,NA,NA,NA
"5885",5894,2014-02-23,"France","landslide","Rockfall","unknown","",2,0,"The Telegraph","http://www.telegraph.co.uk/news/worldnews/europe/france/10656355/Two-children-crushed-to-death-by-giant-boulder-as-they-lay-sleeping-in-French-ski-chalet.html#http://www.telegraph.co.uk/news/worldnews/europe/france/10656355/Two-children-crushed-t","above road",5,"Large",13.50895,405,"FR","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",44.1867,7.1583,NA,NA,NA,NA
"5886",5895,2014-02-23,"United Kingdom","landslide","Landslide","unknown","",0,0,"forargyll.com","http://forargyll.com/2014/02/a83-closed-by-landslide-at-butterbridge/#http://forargyll.com/2014/02/a83-closed-by-landslide-at-butterbridge/","Above_road",NA,"Medium",18.55899,1296,"GB","EU","Mon Jan 26 2015 21:04:31 GMT+0000 (UTC)",56.2453,-4.8893,NA,NA,NA,NA
"5887",5896,2014-02-23,"United States","landslide","Mudslide","Snowfall_snowmelt","",0,0,"FOX 19","http://www.fox19.com/story/24798606/third-st-exit-shut-down-due-to-mudslide-on-us-50#http://www.fox19.com/story/24798606/third-st-exit-shut-down-due-to-mudslide-on-us-50","above road",5,"Medium",1.39322,15273,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",39.1037,-84.4995,NA,NA,NA,NA
"5888",5897,2014-02-23,"India","landslide","Landslide","unknown","",2,0,"Z News India .com","http://zeenews.india.com/news/jammu-and-kashmir/2-killed-in-landslide-on-jk-highway-in-ramban_913641.html#http://zeenews.india.com/news/jammu-and-kashmir/2-killed-in-landslide-on-jk-highway-in-ramban_913641.html","above road",5,"large",0.70593,7317,"IN","AS","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",33.2359,75.244,NA,NA,NA,NA
"5889",5898,2014-02-23,"Indonesia","landslide","Landslide","Downpour","",0,0,"The Jakarta Post","http://www.thejakartapost.com/news/2014/02/26/floods-landslides-hit-tangerang.html-0#http://www.thejakartapost.com/news/2014/02/26/floods-landslides-hit-tangerang.html-0","unknown",5,"large",1.94454,1372124,"ID","AS","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",-6.195,106.6254,NA,NA,NA,NA
"5890",5899,2014-02-23,"Indonesia","landslide","Landslide","Downpour","",0,0,"The Jakarta Post","http://www.thejakartapost.com/news/2014/02/26/floods-landslides-hit-tangerang.html-0#http://www.thejakartapost.com/news/2014/02/26/floods-landslides-hit-tangerang.html-0","unknown",5,"large",4.40827,118439,"ID","AS","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",-6.1354,106.6113,NA,NA,NA,NA
"5891",5900,2014-02-25,"United States","landslide","Landslide","unknown","",0,0,"Oregon Alive The  Oregonian","http://www.oregonlive.com/clackamascounty/index.ssf/2014/02/oregon_224_shut_down_near_dama.html#http://www.oregonlive.com/clackamascounty/index.ssf/2014/02/oregon_224_shut_down_near_dama.html","above road",10,"medium",2.45405,10539,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",45.3958,-122.4635,NA,NA,NA,NA
"5892",5901,2014-02-26,"United States","landslide","Mudslide","Downpour","",0,0,"4 Southern California","http://www.nbclosangeles.com/news/local/Mud-Debris-Flows-Reported-in-Glendora--247820991.html#http://www.nbclosangeles.com/news/local/Mud-Debris-Flows-Reported-in-Glendora--247820991.html","above road",5,"large",2.63098,50073,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",34.148,-117.8406,NA,NA,NA,NA
"5893",5902,2014-02-26,"United Kingdom","landslide","Landslide","unknown","",0,0,"View from online powered by Tindle Newspapers LTD.","http://www.viewfrompublishing.co.uk/news_view/30686/8/1/lyme-regis-landslide-interrupts-coastal#http://www.viewfrompublishing.co.uk/news_view/30686/8/1/lyme-regis-landslide-interrupts-coastal","Below_road",1,"unknown",0.35426,4504,"GB","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",50.7272,-2.9298,NA,NA,NA,NA
"5894",5903,2014-02-27,"United States","landslide","Landslide","Downpour","",0,0,"The Salt Lake Tribune","http://www.sltrib.com/sltrib/news/57612711-78/south-weber-evacuated-homes.html.csp#http://www.sltrib.com/sltrib/news/57612711-78/south-weber-evacuated-homes.html.csp","above road",1,"medium",0.87758,6051,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",41.1272,-111.9381,NA,NA,NA,NA
"5895",5904,2014-02-27,"United States","landslide","Landslide","Snowfall_snowmelt","",0,0,"Albany Democrat-Herald","http://democratherald.com/landslide-closes-tranholm-saddle-road-near-waldport/article_470ef8ce-a017-11e3-b163-0019bb2963f4.html#http://democratherald.com/landslide-closes-tranholm-saddle-road-near-waldport/article_470ef8ce-a017-11e3-b163-0019bb29","above road",5,"Large",23.311,2033,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",44.3984,-123.7788,NA,NA,NA,NA
"5896",5905,2014-02-28,"United States","landslide","Mudslide","Downpour","",0,0,"San Gabriel Valley Tribune/ Weather","http://www.sgvtribune.com/general-news/20140228/los-angeles-rain-leads-to-traffic-havoc-mudslides-power-outages#http://www.sgvtribune.com/general-news/20140228/los-angeles-rain-leads-to-traffic-havoc-mudslides-power-outages","above road",5,"medium",3.55203,13769,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",34.0633,-118.7002,NA,NA,NA,NA
"5897",5906,2014-02-28,"United States","landslide","Mudslide","Downpour","",0,0,"San Gabriel Valley Tribune/ Weather","http://www.sgvtribune.com/general-news/20140228/los-angeles-rain-leads-to-traffic-havoc-mudslides-power-outages#http://www.sgvtribune.com/general-news/20140228/los-angeles-rain-leads-to-traffic-havoc-mudslides-power-outages","above road",20,"large",13.2554,1027,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",34.6218,-118.5585,NA,NA,NA,NA
"5898",5907,2014-02-28,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"Glendale News-Press","http://www.glendalenewspress.com/news/tn-gnp-friday-morning-rain-updates-rosemont-middle-school-in-the-dark-reverse-911-calls-in-la-crescenta-min-20140228,0,5746413.story#http://www.glendalenewspress.com/news/tn-gnp-friday-morning-rain-updates-ro","Above_road",5,"medium",3.27148,191719,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",34.1559,-118.2235,NA,NA,NA,NA
"5899",5908,2014-02-28,"United States","landslide","Mudslide","Downpour","",0,0,"San Gabriel Valley Tribune/ Weather","http://www.sgvtribune.com/general-news/20140228/los-angeles-rain-leads-to-traffic-havoc-mudslides-power-outages#http://www.sgvtribune.com/general-news/20140228/los-angeles-rain-leads-to-traffic-havoc-mudslides-power-outages","above road",1,"large",2.33696,46361,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",34.1469,-117.8879,NA,NA,NA,NA
"5900",5909,2014-02-28,"Nepal","landslide","Landslide","unknown","",0,0,"eKantipur.com","http://www.ekantipur.com/2014/02/28/national/baitadi-landslide-displaces-35-families/386010.html#http://www.ekantipur.com/2014/02/28/national/baitadi-landslide-displaces-35-families/386010.html","above road",5,"Large",32.0185,18317,"NP","AS","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",29.58,80.67,NA,NA,NA,NA
"5901",5910,2014-02-28,"Fiji","landslide","Landslide","unknown","",0,0,"The Fiji Times online","http://www.fijitimes.com/story.aspx?id=261409#http://www.fijitimes.com/story.aspx?id=261409","unknown",5,"unknown",60.26228,77366,"FJ","OC","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",-17.6231,178.2678,NA,NA,NA,NA
"5902",5911,2014-02-28,"Scottland","landslide","Landslide","unknown","",0,0,"The Inverness Courier","http://www.inverness-courier.co.uk/News/Vehicle-weight-restriction-following-landslide-28022014.htm#http://www.inverness-courier.co.uk/News/Vehicle-weight-restriction-following-landslide-28022014.htm","Below_road",1,"Large",30.33207,1169,"GB","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",57.3121,-4.8501,NA,NA,NA,NA
"5903",5912,2014-03-01,"United States","landslide","Mudslide","unknown","",0,0,"CBS 9|2 Los Angeles","http://losangeles.cbslocal.com/2014/03/02/hollywood-hills-mudslide-knocks-down-tree-power-lines/#http://losangeles.cbslocal.com/2014/03/02/hollywood-hills-mudslide-knocks-down-tree-power-lines/","unknown",1,"medium",1.69436,167664,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",34.1134,-118.3239,NA,NA,NA,NA
"5904",5913,2014-03-02,"Indonesia","landslide","Landslide","Continuous_Rain","",4,0,"The Jakarta Post","http://www.thejakartapost.com/news/2014/03/03/landslide-kills-four-bogor.html#http://www.thejakartapost.com/news/2014/03/03/landslide-kills-four-bogor.html","Above_road",10,"large",1.34637,8e+05,"ID","AS","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",-6.6,106.8,NA,NA,NA,NA
"5905",5914,2014-03-02,"United States","landslide","Landslide","unknown","",0,0,"Oregon Alive The  Oregonian","http://www.oregonlive.com/pacific-northwest-news/index.ssf/2014/03/historic_columbia_river_highwa.html#http://www.oregonlive.com/pacific-northwest-news/index.ssf/2014/03/historic_columbia_river_highwa.html","above road",1,"medium",9.50232,14095,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",45.5315,-122.2559,NA,NA,NA,NA
"5906",5915,2014-03-03,"United States","landslide","Mudslide","Snowfall_snowmelt","",0,0,"WYMT TV 57  Mountain news","http://www.wkyt.com/wymt/home/headlines/Mudslide-prevents-some-from-medication-groceries-248898291.html#http://www.wkyt.com/wymt/home/headlines/Mudslide-prevents-some-from-medication-groceries-248898291.html","above road",5,"large",7.48881,6903,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",37.4285,-82.5745,NA,NA,NA,NA
"5907",5916,2014-03-03,"United States","landslide","Landslide","Downpour","",0,0,"MyNorthwest.com","http://mynorthwest.com/11/2470100/Wet-weather-in-the-forecast-for-western-Washington#http://mynorthwest.com/11/2470100/Wet-weather-in-the-forecast-for-western-Washington","unknown",5,"unknown",4e-05,5731,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.4957,-121.7868,NA,NA,NA,NA
"5908",5917,2014-03-04,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"WYMT TV 57  Mountain news","http://www.wkyt.com/wymt/home/headlines/Mudslide-pushes-Buckhorn-home-off-foundations-248308991.html#http://www.wkyt.com/wymt/home/headlines/Mudslide-pushes-Buckhorn-home-off-foundations-248308991.html","Above_road",5,"large",22.52336,81,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",37.3486,-83.4771,NA,NA,NA,NA
"5909",5918,2014-03-04,"United States","landslide","Landslide","Downpour","",0,0,"kxro Newsradio","http://kxro.wordpress.com/2014/03/04/landslide-and-flooding-risk-for-grays-harbor/#http://kxro.wordpress.com/2014/03/04/landslide-and-flooding-risk-for-grays-harbor/","unknown",15,"unknown",16.49282,3976,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",46.8332,-123.5888,NA,NA,NA,NA
"5910",5919,2014-03-05,"United States","landslide","Landslide","Downpour","",0,0,"kirotv.com","http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/#http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/","above road",1,"Large",1.17938,6606,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.2586,-122.263,NA,NA,NA,NA
"5911",5920,2014-03-05,"United States","landslide","Snow_Avalanche","Unknown","",0,0,"kirotv.com","http://www.kirotv.com/news/news/stevens-pass-after-avalanche/nd6Hr/#http://www.kirotv.com/news/news/stevens-pass-after-avalanche/nd6Hr/","above road",5,"medium",36.50141,1965,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.7459,-121.0941,NA,NA,NA,NA
"5912",5921,2014-03-05,"New Zealand","landslide","Landslide","Downpour","",0,0,"3 News","http://www.3news.co.nz/Resident-Lyttelton-flooding-landslide-complete-chaos/tabid/423/articleID/334706/Default.aspx#http://www.3news.co.nz/Resident-Lyttelton-flooding-landslide-complete-chaos/tabid/423/articleID/334706/Default.aspx","above road",1,"large",10.12034,363926,"NZ","OC","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",-43.6069,172.7072,NA,NA,NA,NA
"5913",5922,2014-03-05,"United States","landslide","Landslide","Downpour","",0,0,"KGW.com News Channel 8 Portland","http://www.kgw.com/news/local/Heavy-rain-linked-to-landslides-car-accident-248629551.html#http://www.kgw.com/news/local/Heavy-rain-linked-to-landslides-car-accident-248629551.html","above road",1,"medium",7.25102,14546,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",45.5829,-122.7686,NA,NA,NA,NA
"5914",5923,2014-03-05,"United States","landslide","Landslide","Continuous_Rain","",0,0,"Corvallis Gazette-Times","http://www.gazettetimes.com/news/headlines/landslide-blocks-highway/article_b26c38d4-a508-11e3-a8c4-0019bb2963f4.html#http://www.gazettetimes.com/news/headlines/landslide-blocks-highway/article_b26c38d4-a508-11e3-a8c4-0019bb2963f4.html","Above_road",5,"medium",11.70894,4584,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",44.4722,-123.4802,NA,NA,NA,NA
"5915",5924,2014-03-05,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"The Seattle Times","http://seattletimes.com/html/localnews/2023068095_wetweatherxml.html#http://seattletimes.com/html/localnews/2023068095_wetweatherxml.html","Above_road",1,"medium",2.72955,10674,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.4067,-122.4372,NA,NA,NA,NA
"5916",5925,2014-03-05,"United States","landslide","mudslide","Unknown","",0,0,"Auburn~Reporter","http://www.auburn-reporter.com/news/249934991.html#http://www.auburn-reporter.com/news/249934991.html","above road",5,"small",1.91411,70180,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.3093,-122.2536,NA,NA,NA,NA
"5917",5926,2014-03-05,"United States","landslide","Mudslide","Downpour","",0,0,"kirotv.com","http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/#http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/","above road",10,"medium",3.51533,10540,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",48.4878,-122.1952,NA,NA,NA,NA
"5918",5927,2014-03-05,"United States","landslide","Mudslide","Downpour","",0,0,"kirotv.com","http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/#http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/","unknown",1,"large",5.23331,2388,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",46.775,-123.0886,NA,NA,NA,NA
"5919",5928,2014-03-06,"United States","landslide","Mudslide","unknown","",0,0,"The Seattle Times","http://seattletimes.com/html/localnews/2023062252_apxmukilteomudslide.html#http://seattletimes.com/html/localnews/2023062252_apxmukilteomudslide.html","above road",5,"medium",0.68391,20254,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.9395,-122.3099,NA,NA,NA,NA
"5920",5929,2014-03-06,"Scottland","landslide","Mudslide","Continuous_Rain","",0,0,"Daily Record and Sunday Mail","http://www.dailyrecord.co.uk/news/scottish-news/a83-closed-again-after-heavy-3212567#http://www.dailyrecord.co.uk/news/scottish-news/a83-closed-again-after-heavy-3212567","Above_road",1,"large",16.16593,1296,"GB","EU","Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",56.2264,-4.8565,NA,NA,NA,NA
"5921",5930,2014-03-06,"United States","landslide","Mudslide","unknown","",0,0,"The Columbian","http://www.columbian.com/news/2014/mar/06/mukilteo-mudslide-hits-railroad-tracks/#http://www.columbian.com/news/2014/mar/06/mukilteo-mudslide-hits-railroad-tracks/","above road",10,"medium",0.29475,20254,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.9435,-122.3082,NA,NA,NA,NA
"5922",5931,2014-03-06,"United States","landslide","Mudslide","Continuous_Rain","",0,0,"The Seattle Times","http://seattletimes.com/html/localnews/2023068095_wetweatherxml.html#http://seattletimes.com/html/localnews/2023068095_wetweatherxml.html","Above_road",5,"medium",30.35184,1347,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",48.5191,-121.7073,NA,NA,NA,NA
"5923",5932,2014-03-06,"United States","landslide","Landslide","Downpour","",0,0,"KGW.com News Channel 8 Portland","http://www.kgw.com/news/neighborhood-news/central-coast/Landslide-forces-evacuation-of-homes-in-Otis-248924181.html#http://www.kgw.com/news/neighborhood-news/central-coast/Landslide-forces-evacuation-of-homes-in-Otis-248924181.html","unknown",1,"medium",1.85298,1894,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",45.01,-123.9039,NA,NA,NA,NA
"5924",5933,2014-03-07,"United States","landslide","Landslide","Continuous_Rain","",0,0,"The News Tribune","http://www.thenewstribune.com/2014/03/07/3083618/not-much-letup-expected-in-this.html#http://www.thenewstribune.com/2014/03/07/3083618/not-much-letup-expected-in-this.html","Above_road",5,"medium",4.22594,2137,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",47.2813,-122.3909,NA,NA,NA,NA
"5925",5934,2014-03-08,"United States","landslide","Mudslide","Downpour","",0,0,"The News Tribune","http://www.thenewstribune.com/2014/03/08/3087037/heavy-rain-brings-landslide-flood.html#http://www.thenewstribune.com/2014/03/08/3087037/heavy-rain-brings-landslide-flood.html","above road",5,"medium",49.4241,1191,"US",NA,"Sun Aug 24 2014 00:00:00 GMT+0000 (UTC)",46.6368,-121.3942,NA,NA,NA,NA
