"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population.dis","countrycode","continentcode","tstamp","latitude.dis","longitude.dis","magnitude","tsunami_ind","damage_range","houses_damaged","city_name","latitude.cit","longitude.cit","feature_class","feature_code","population.cit","elevation","average_elevation","timezone","X","X.1","distance_between"
"6276201",6349,2014-11-09,"","landslide","Mudslide","Rain","",0,0,"Epoch Times","http://www.theepochtimes.com/n3/939267-explainer-why-do-landslides-happen-and-why-are-they-so-devastating/","Unknown",NA,"Medium",18.57265,0,"AF","AS","Wed Nov 05 2014 22:10:49 GMT+0000 (UTC)",35.7508,68.8479,NA,NA,NA,NA,"Amanzi",30.21144,66.04765,"P","PPLA2",0,NA,993,"Asia/Kabul","","",790.095191584326
"6276512",6350,2014-01-31,"","landslide","Other","Unknown","",0,0,"BBC News","http://www.bbc.com/news/uk-england-somerset-29094776","Retaining_wall",NA,"Small",2.91466,93238,"GB","EU","Thu Nov 06 2014 17:27:41 GMT+0000 (UTC)",51.3503,-2.3482,NA,NA,NA,NA,"Ystrad Mynach",51.64276,-3.2362,"P","PPLA2",0,NA,115,"Europe/London","","",2493.38803736224
"6276513",6351,2014-11-06,"","landslide","Mudslide","Downpour","",1,4,"Sun Daily","http://www.thesundaily.my/news/1219104","Unknown",NA,"Medium",5.73753,7000,"MY","AS","Tue Nov 25 2014 15:52:31 GMT+0000 (UTC)",4.4119,101.3801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6276514",6352,2014-11-05,"","landslide","Mudslide","Rain","",0,0,"Daily Express","http://www.dailyexpress.com.my/news.cfm?NewsID=93012","",NA,"Medium",18.94146,19294,"MY","AS","Thu Nov 06 2014 18:34:40 GMT+0000 (UTC)",6.0202,116.4955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6276515",6353,2014-11-05,"","landslide","Mudslide","Downpour","",0,0,"Connexion","http://www.connexionfrance.com/Storm-torrential-airport-motorway-Promenade-mudslide-death-16323-view-article.html","Above_road",NA,"Medium",3.10932,3185,"FR","EU","Thu Nov 06 2014 18:51:26 GMT+0000 (UTC)",43.7276,7.2325,NA,NA,NA,NA,"Saint-Joachim",47.38349,-2.19239,"P","PPL",4087,NA,5,"Europe/Paris","","",31.2449324731708
"6285113",6354,2014-11-05,"","landslide","Mudslide","Downpour","",0,0,"Connexion","http://www.connexionfrance.com/Storm-torrential-airport-motorway-Promenade-mudslide-death-16323-view-article.html","Above_road",NA,"Medium",2.88889,18198,"FR","EU","Thu Nov 06 2014 19:02:13 GMT+0000 (UTC)",45.5799,4.736,NA,NA,NA,NA,"Saint-Maurice-sur-Dargoire",45.58117,4.63113,"P","PPL",2128,NA,462,"Europe/Paris","","",20.0261349518408
"6293711",6355,2014-11-04,"","landslide","Mudslide","Downpour","",1,0,"Connexion","http://www.connexionfrance.com/Storm-torrential-airport-motorway-Promenade-mudslide-death-16323-view-article.html","Urban_area",NA,"Medium",3.20543,1407,"FR","EU","Wed Aug 12 2015 21:13:41 GMT+0000 (UTC)",43.8214,7.2412,NA,NA,NA,NA,"Saint-Nazaire",47.28333,-2.2,"P","PPLA3",67054,NA,3,"Europe/Paris","","",103.701874717811
"6302309",6356,2014-11-07,"","landslide","Mudslide","Downpour","",0,0,"Business Standard","http://www.business-standard.com/article/pti-stories/express-train-stuck-for-hours-due-to-mudslide-114090700007_1.html","Other",NA,"Medium",4.47713,80447,"IN","AS","Thu Nov 06 2014 19:27:57 GMT+0000 (UTC)",32.9411,75.0922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302310",6357,2014-08-30,"","landslide","Landslide","Downpour","",1,1,"philSTAR","http://www.philstar.com/nation/2014/09/06/1366075/landslide-victim-thankful-govt-support","Unknown",NA,"Medium",6.70455,9358,"PH","AS","Thu Nov 06 2014 19:41:44 GMT+0000 (UTC)",7.0859,124.1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302311",6358,2014-09-06,"","landslide","Landslide","Rain","",5,0,"Deccan Chronicle","http://www.deccanchronicle.com/140906/nation-current-affairs/article/jammu-7-people-die-house-collapse-due-landslide-udhampur","Unknown",NA,"Medium",8.5957,80447,"IN","AS","Thu Nov 06 2014 19:57:16 GMT+0000 (UTC)",32.8468,75.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302312",6359,2014-09-06,"","landslide","Other","Rain","",2,1,"Deccan Chronicle","http://www.deccanchronicle.com/140906/nation-current-affairs/article/jammu-7-people-die-house-collapse-due-landslide-udhampur","Unknown",NA,"Medium",7.569,80447,"IN","AS","Thu Nov 06 2014 20:07:25 GMT+0000 (UTC)",32.9148,75.0556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302313",6360,2014-09-04,"","landslide","Landslide","Downpour","",0,0,"Star","http://www.the-star.co.ke/news/article-188904/landslide-destroys-tea-farm-gatundu","Unknown",NA,"Medium",25.14165,21234,"KE","AF","Thu Nov 06 2014 21:33:06 GMT+0000 (UTC)",-0.9399,36.8168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302314",6361,2014-09-05,"","landslide","Landslide","Rain","",0,0,"Kashmir Life","http://www.kashmirlife.net/kashmir-flooded-landslide-near-loc-cut-off-a-village-from-valley-65164/","Above_road",NA,"Medium",13.24191,6755,"PK","AS","Thu Nov 06 2014 21:53:28 GMT+0000 (UTC)",34.1093,73.9067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302315",6362,2014-11-04,"","landslide","Landslide","Mining_digging","",0,0,"abc6","http://www.abc6.com/story/26452712/attleboro-church-threatened-by-landslide","Above_road",NA,"Small",3.45417,11547,"US",NA,"Thu Nov 06 2014 22:52:50 GMT+0000 (UTC)",41.9244,-71.3563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6302316",6363,2014-09-01,"","landslide","Landslide","Downpour","",11,0,"People's Daily","http://en.people.cn/n/2014/0901/c90882-8777217.html","Mine_construction",NA,"Medium",6.82505,0,"CN","AS","Thu Dec 04 2014 16:35:05 GMT+0000 (UTC)",31.0053,108.9523,NA,NA,NA,NA,"Gaoling",37.29386,121.52216,"P","PPLA4",0,NA,62,"Asia/Shanghai","","",39.8616918795252
"6317128",6364,2014-09-03,"","landslide","Rockfall","Rain","",3,3,"Nation","http://nation.com.pk/sp-education/04-Sep-2014/kashmir-three-soldiers-killed-in-landslide-at-loc","Unknown",NA,"Medium",1.84184,0,"PK","AS","Thu Nov 06 2014 23:08:20 GMT+0000 (UTC)",33.9823,73.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6317129",6365,2014-11-05,"","landslide","Landslide","Rain","",2,0,"abcNEWS","http://abcnews.go.com/International/wireStory/woman-child-killed-swiss-landslide-26725137","Natural_slope",NA,"Medium",3.8091,882,"CH","EU","Mon Jan 12 2015 21:06:35 GMT+0000 (UTC)",46.0155,8.8353,NA,NA,NA,NA,"Pura",45.98647,8.86877,"P","PPLA3",1069,NA,396,"Europe/Zurich","","",206.700939551793
"6318514",6366,2014-11-05,"","landslide","Rockfall","Unknown","",0,0,"KGW","http://www.kgw.com/story/news/local/2014/11/05/landslide-covers-highway-224-near-estacada/18561137/","Above_road",NA,"Small",13.39445,2695,"US",NA,"Fri Nov 07 2014 19:13:02 GMT+0000 (UTC)",45.2004,-122.2189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318515",6367,2014-09-03,"","landslide","Mudslide","Rain","",0,0,"WTVM","http://www.wtvm.com/story/26452397/coping-with-the-flooding-aftermath-of-csus-new-golf-course","Mine_construction",NA,"Small",6.88634,189885,"US",NA,"Fri Nov 07 2014 19:47:33 GMT+0000 (UTC)",32.4981,-84.9289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318516",6368,2014-08-04,"","landslide","Landslide","Rain","",0,0,"KTVB","http://www.ktvb.com/story/news/local/2014/09/03/mudslide-community-in-need/15052905/","Above_river",NA,"Medium",26.67215,485,"US",NA,"Fri Nov 07 2014 20:17:45 GMT+0000 (UTC)",43.7777,-115.5106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318517",6369,2014-09-04,"","landslide","Rockfall","Downpour","",0,3,"Indian Express","http://indianexpress.com/article/india/regional-india/landslide-hits-vaishnodevi-route-3-injured-yatra-suspended/","Above_road",NA,"Small",2.12895,9106,"IN","AS","Fri Nov 07 2014 20:36:15 GMT+0000 (UTC)",33.0086,74.9426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318518",6370,2014-09-04,"","landslide","Landslide","Rain","",1,0,"International Business Times","http://www.ibtimes.co.in/rain-triggers-flood-landslide-jk-11-killed-608288","Unknown",NA,"Medium",15.52021,28197,"IN","AS","Fri Nov 07 2014 20:47:00 GMT+0000 (UTC)",33.798,74.2562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318519",6371,2014-09-03,"","landslide","Landslide","Downpour","",5,0,"International Business Times","http://www.ibtimes.co.in/rain-triggers-flood-landslide-jk-11-killed-608288","Unknown",NA,"Medium",4.91443,8101,"IN","AS","Fri Nov 07 2014 21:04:37 GMT+0000 (UTC)",33.1253,74.8288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318520",6372,2014-08-23,"","landslide","Rockfall","Unknown","",0,0,"Cody Enterprise","http://www.codyenterprise.com/news/local/article_d6e69af8-33b8-11e4-a09f-0019bb2963f4.html","Above_road",NA,"Small",59.36537,9520,"US",NA,"Fri Nov 07 2014 21:18:34 GMT+0000 (UTC)",44.4544,-109.7961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6318521",6373,2014-11-06,"","landslide","Rockfall","Unknown","",1,0,"CBC","http://www.cbc.ca/news/canada/montreal/engineer-missing-after-quebec-freight-train-derails-in-landslide-1.2825969","Other",NA,"Medium",34.18291,22582,"CA",NA,"Fri Nov 07 2014 22:21:58 GMT+0000 (UTC)",50.469,-66.1496,NA,NA,NA,NA,"Pemberton",50.31641,-122.80273,"P","PPL",2192,NA,211,"America/Vancouver","","",1174.72615980019
"6319349",6374,2014-11-06,"","landslide","Landslide","Unknown","",0,0,"India TV","http://www.indiatvnews.com/news/india/landslide-blocks-doda-batote-highway-44016.html","Above_road",NA,"Medium",9.4806,17748,"IN","AS","Fri Nov 07 2014 22:36:02 GMT+0000 (UTC)",33.1261,75.4481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6319350",6375,2014-11-05,"","landslide","Rockfall","Downpour","",1,2,"Jakarta Post","http://www.thejakartapost.com/news/2014/11/07/child-killed-sukabumi-landslide.html","Unknown",NA,"Medium",9.70132,88965,"ID","AS","Wed Nov 12 2014 18:01:13 GMT+0000 (UTC)",-6.8463,106.7234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6319351",6376,2014-11-05,"","landslide","Landslide","Downpour","",0,1,"Jakarta Post","http://www.thejakartapost.com/news/2014/11/07/child-killed-sukabumi-landslide.html","Unknown",NA,"Medium",1.66637,88965,"ID","AS","Wed Nov 12 2014 18:06:18 GMT+0000 (UTC)",-6.7947,106.7755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6319352",6377,2014-11-08,"","landslide","Landslide","Rain","",0,0,"Global News","http://globalnews.ca/news/1662501/bridal-veil-falls-provincial-park-closed-due-to-landslide/","Natural_slope",NA,"Small",6.27982,4738,"CA",NA,"Tue Nov 25 2014 16:18:45 GMT+0000 (UTC)",49.1797,-121.7407,NA,NA,NA,NA,"Haines Junction",60.75216,-137.51082,"P","PPL",1148,NA,599,"America/Whitehorse","","",242.419583845354
"6320180",6378,2014-11-09,"","landslide","Mudslide","Downpour","",0,0,"K5","http://www.king5.com/story/news/local/tacoma/2014/11/10/stadium-bowl-mudslide-tacoma/18830435/","Other",NA,"Small",1.54501,198397,"US",NA,"Tue Nov 25 2014 16:32:59 GMT+0000 (UTC)",47.2664,-122.4491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6320181",6379,2014-10-28,"","landslide","Rockfall","Unknown","",0,0,"Press and Journal","https://www.pressandjournal.co.uk/fp/news/highlands/398251/contractor-appointed-for-stromeferry-work-after-landslide/","Above_road",NA,"Small",43.39923,1886,"GB","EU","Tue Nov 25 2014 19:01:12 GMT+0000 (UTC)",57.381,-5.4751,NA,NA,NA,NA,"Ystrad Mynach",51.64276,-3.2362,"P","PPLA2",0,NA,115,"Europe/London","","",5537.14134633662
"6320182",6380,2014-11-10,"","landslide","Landslide","Downpour","",2,0,"The Local","http://www.thelocal.it/20141111/two-pensioners-missing-in-italy-storms","Unknown",NA,"Medium",0.73188,2218,"IT","EU","Tue Nov 25 2014 17:00:57 GMT+0000 (UTC)",44.3471,9.3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6320183",6381,2014-11-12,"","landslide","Mudslide","Downpour","",1,1,"Thomson Reuters Foundation","http://www.trust.org/item/20141112150833-y3s5w","Unknown",NA,"Medium",1.14528,43030,"IT","EU","Tue Nov 25 2014 17:24:58 GMT+0000 (UTC)",45.576,8.0499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6320184",6382,2014-11-09,"","landslide","Landslide","Construction","",0,0,"Ironton Tribune","http://www.irontontribune.com/2014/11/12/emergency-status-sought-for-landslide/","Below_road",NA,"Small",3.37218,49138,"US",NA,"Tue Nov 25 2014 17:33:59 GMT+0000 (UTC)",38.4476,-82.4314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6320185",6383,2014-11-15,"","landslide","Landslide","Downpour","",2,0,"Today's Zaman","http://www.todayszaman.com/world_two-dead-one-missing-as-heavy-rains-batter-northern-italy_364529.html","Unknown",NA,"Medium",0.53139,8130,"IT","EU","Tue Nov 25 2014 20:03:37 GMT+0000 (UTC)",45.9,8.5968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6320186",6384,2014-11-16,"","landslide","Other","Unknown","",3,1,"Express Tribune","http://tribune.com.pk/story/792232/tragic-end-three-children-die-in-mudslide/","Unknown",NA,"Medium",21.05266,0,"PK","AS","Tue Nov 25 2014 19:16:58 GMT+0000 (UTC)",34.7982,71.3823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6320187",6385,2014-11-16,"","landslide","Landslide","Downpour","",2,5,"Yahoo News","http://news.yahoo.com/two-dead-landslide-hit-building-switzerland-103748451.html","Unknown",NA,"Medium",0.9389,1596,"CH","EU","Tue Nov 25 2014 19:42:45 GMT+0000 (UTC)",46.0365,8.9804,NA,NA,NA,NA,"Canobbio",46.03592,8.96605,"P","PPL",1869,NA,367,"Europe/Zurich","","",42.6303087985017
"6321572",6386,2014-11-18,"","landslide","Landslide","Rain","",0,0,"Star","http://www.thestar.com.my/News/Nation/2014/11/18/Landslide-Genting-Highlands/","Above_road",NA,"Medium",7.83947,12346,"MY","AS","Tue Nov 25 2014 20:28:22 GMT+0000 (UTC)",3.414,101.7863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6321573",6387,2014-11-17,"","landslide","Landslide","Continuous_rain","",0,0,"China Post","http://www.chinapost.com.tw/taiwan/local/taipei/2014/11/18/422073/Landslide-in.htm","Urban_area",NA,"Small",9.79229,397515,"TW","AS","Tue Nov 25 2014 20:50:36 GMT+0000 (UTC)",25.0661,121.6729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6321574",6388,2014-11-17,"","landslide","Landslide","Downpour","",0,0,"ABC 33/40","http://www.abc3340.com/story/27409733/mudslide-on-highway-31-expected-cause-another-closure-tuesday","Above_road",NA,"Small",3.51822,81619,"US",NA,"Tue Nov 25 2014 21:00:45 GMT+0000 (UTC)",33.3747,-86.8019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6321575",6389,2014-11-21,"","landslide","Debris_Flow","Downpour","",0,0,"CBS Los Angeles","http://losangeles.cbslocal.com/2014/11/21/rain-triggers-debris-flow-in-glendora-neighborhood/","Burned_area",NA,"Medium",2.31158,50073,"US",NA,"Mon Dec 08 2014 16:08:42 GMT+0000 (UTC)",34.1587,-117.8622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6321576",6390,2014-11-21,"","landslide","Landslide","Rain","",0,0,"Press Enterprise","http://www.pe.com/articles/road-754715-reported-closed.html","Above_road",NA,"Small",4.90583,44199,"US",NA,"Tue Nov 25 2014 21:55:54 GMT+0000 (UTC)",33.8256,-116.9762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6321577",6391,2014-11-22,"","landslide","Landslide","Continuous_rain","",5,0,"World Bulletin","http://www.worldbulletin.net/todays-news/149005/4-dead-baby-missing-in-landslide-in-indonesia","Deforested_slope",NA,"Medium",14.7015,0,"ID","AS","Wed Nov 26 2014 16:22:16 GMT+0000 (UTC)",1.9345,99.5577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6321578",6392,2014-11-22,"","landslide","Landslide","Earthquake","",0,0,"ABC 7","http://www.wjla.com/articles/2014/11/strong-earthquake-shakes-japan-triggers-landslide-109246.html","Unknown",NA,"Medium",1.0473,9246,"JP","AS","Tue Nov 25 2014 22:34:40 GMT+0000 (UTC)",36.6952,137.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6321579",6393,2014-11-24,"","landslide","Landslide","Continuous_rain","",2,0,"Shanghai Daily","http://www.shanghaidaily.com/article/article_xinhua.aspx?id=254388","Other",NA,"Small",3.40491,132654,"CN","AS","Mon Dec 01 2014 21:20:10 GMT+0000 (UTC)",32.7044,108.9952,NA,NA,NA,NA,"Gaoxing",26.43306,115.2825,"P","PPLA4",0,NA,189,"Asia/Shanghai","","",75.8046165117854
"6336391",6394,2014-11-24,"","landslide","Mudslide","Unknown","",0,0,"KIRO","http://www.kirotv.com/news/news/mudslide-stops-passenger-trains-south-everett/njFG3/","Bluff",NA,"Small",3.26708,20254,"US",NA,"Mon Dec 01 2014 21:43:27 GMT+0000 (UTC)",47.9167,-122.3185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336392",6395,2013-04-18,"","landslide","Landslide","Rain","",0,0,"Pekin Daily Times","http://www.pekintimes.com/article/20141125/NEWS/141129390","Urban_area",NA,"Small",2.36449,23402,"US",NA,"Mon Dec 01 2014 21:55:58 GMT+0000 (UTC)",40.6545,-89.5567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336393",6396,2013-04-18,"","landslide","Landslide","Rain","",0,0,"Pekin Daily Times","http://www.pekintimes.com/article/20141125/NEWS/141129390","Urban_area",NA,"Small",2.33139,23402,"US",NA,"Mon Dec 01 2014 21:58:05 GMT+0000 (UTC)",40.6549,-89.5569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336394",6397,2013-05-15,"","landslide","Landslide","Unknown","",0,0,"New Zealand Herald","http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11365075","Natural_slope",NA,"Medium",7.80117,3330,"NZ","OC","Mon Dec 01 2014 22:22:50 GMT+0000 (UTC)",-36.9516,174.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336395",6398,2014-11-26,"","landslide","Landslide","Downpour","",0,0,"Q13","http://q13fox.com/2014/11/26/a-portion-of-sr-20-collapses-after-water-flows-over-the-road/","Unknown",NA,"Small",32.48635,1347,"US",NA,"Mon Dec 01 2014 22:44:22 GMT+0000 (UTC)",48.5346,-121.7306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336396",6399,2014-11-26,"","landslide","Landslide","Unknown","",0,0,"KOIN 6","http://koin.com/2014/11/26/landslide-on-angels-rest-trail-closes-bridge/","Unknown",NA,"Small",18.35246,14095,"US",NA,"Wed Dec 03 2014 17:08:15 GMT+0000 (UTC)",45.5764,-122.1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336397",6400,2014-11-24,"","landslide","Landslide","Downpour","",0,0,"Star Online","http://www.thestar.com.my/News/Community/2014/11/27/Living-on-the-edge-Two-landslides-in-six-weeks-worry-Pantai-Hillpark-residents/","Above_road",NA,"Small",4.61472,1453975,"MY","AS","Mon Dec 01 2014 23:20:20 GMT+0000 (UTC)",3.1073,101.6641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336398",6401,2014-10-23,"","landslide","Landslide","Downpour","",0,0,"Star Online","http://www.thestar.com.my/News/Community/2014/11/27/Living-on-the-edge-Two-landslides-in-six-weeks-worry-Pantai-Hillpark-residents/","Above_road",NA,"Small",4.51213,1453975,"MY","AS","Mon Dec 01 2014 23:20:20 GMT+0000 (UTC)",3.1073,101.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336399",6402,2014-11-27,"","landslide","Landslide","Unknown","",0,0,"Sun Daily","http://www.thesundaily.my/news/1238742","Unknown",NA,"Medium",7.9496,372917,"MY","AS","Mon Dec 01 2014 23:34:54 GMT+0000 (UTC)",2.6985,102.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336400",6403,2014-11-27,"","landslide","Landslide","Unknown","",6,0,"Xinhua English","http://news.xinhuanet.com/english/china/2014-11/28/c_133818998.htm","Unknown",NA,"Medium",32.25379,0,"CN","AS","Wed Dec 03 2014 13:34:22 GMT+0000 (UTC)",25.0666,98.8225,NA,NA,NA,NA,"Tongjing",28.33528,108.26556,"P","PPLA4",0,NA,646,"Asia/Shanghai","","",120.860001255157
"6351212",6404,2014-11-28,"","landslide","Landslide","Unknown","",0,0,"Hamilton Spectator","http://www.thespec.com/news-story/5161560--landslide-closes-lanes-of-toronto-bound-hwy-403-at-york-blvd-/","Above_road",NA,"Small",4.79449,519949,"CA",NA,"Mon Jan 26 2015 21:02:22 GMT+0000 (UTC)",43.2804,-79.8919,NA,NA,NA,NA,"Barrhead",54.13345,-114.40211,"P","PPL",4430,NA,656,"America/Edmonton","","",276.011110448229
"6352040",6405,2014-11-29,"","landslide","Mudslide","Unknown","",0,0,"Seattle Times","http://blogs.seattletimes.com/today/2014/11/mudslide-blocks-seattle-everett-rail-line/","Unknown",NA,"Medium",3.3368,20254,"US",NA,"Wed Dec 03 2014 20:13:26 GMT+0000 (UTC)",47.9161,-122.3189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352041",6406,2014-11-29,"","landslide","Other","Rain","",0,0,"CBS Sacramento","http://sacramento.cbslocal.com/2014/11/29/crews-clean-up-mudslide-on-i-80-near-colfax/","Above_road",NA,"Small",3.34037,1963,"US",NA,"Wed Dec 03 2014 20:28:56 GMT+0000 (UTC)",39.0718,-120.9641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352042",6407,2014-11-30,"","landslide","Other","Rain","",0,0,"ABC 7","http://abc7.com/weather/video-ventura-county-rockslides-shut-down-pch/416615/","Above_road",NA,"Small",14.14132,21723,"US",NA,"Wed Dec 03 2014 20:54:52 GMT+0000 (UTC)",34.0869,-119.0604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352043",6408,2014-11-30,"","landslide","Mudslide","Downpour","",0,0,"NBC 4","http://www.nbclosangeles.com/news/local/First-in-Series-of-Storms-Packs-Punch-284270631.html","Burned_area",NA,"Medium",13.86433,3249,"US",NA,"Wed Dec 03 2014 21:55:36 GMT+0000 (UTC)",34.0666,-118.9962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352044",6409,2014-12-02,"","landslide","Mudslide","Rain","",0,0,"NBC Bay Area","http://www.nbcbayarea.com/news/local/Wrecks-Floods-Mudslides-Rain-Pounds-California-284455081.html","Unknown",NA,"Small",0.09957,76815,"US",NA,"Wed Dec 03 2014 21:47:08 GMT+0000 (UTC)",37.4861,-122.2364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352045",6410,2014-12-03,"","landslide","Rockfall","Downpour","",0,0,"Lompoc Record","http://lompocrecord.com/news/local/officials-no-injuries-in-nojoqui-falls-landslide/article_a321f69f-1e5a-5445-a1a1-3d0a1645215a.html","Natural_slope",NA,"Small",8.09027,5245,"US",NA,"Mon Dec 08 2014 15:42:14 GMT+0000 (UTC)",34.5288,-120.1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352046",6411,2014-12-02,"","landslide","Landslide","Unknown","",0,0,"apa","http://en.apa.az/xeber_landslide_hits_southern_region_of_azerba_219877.html","Unknown",NA,"Small",8.0472,7094,"AZ","AS","Wed Dec 03 2014 22:12:40 GMT+0000 (UTC)",38.7144,48.468,NA,NA,NA,NA,"Lerik",38.77388,48.41497,"P","PPLA",7094,NA,1094,"Asia/Baku","","",415.04566396712
"6352219",6412,2014-12-01,"","landslide","Landslide","Unknown","",0,0,"Malaysian Digest","http://www.malaysiandigest.com/news/530755-landslide-forces-road-closure-near-slim-river.html","Above_road",NA,"Medium",34.01166,30016,"MY","AS","Wed Dec 03 2014 22:30:48 GMT+0000 (UTC)",3.8258,101.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352220",6413,2014-08-27,"","landslide","Landslide","Rain","",1,0,"GMA Network","http://www.gmanetwork.com/news/story/377511/news/regions/ndrrmc-2-die-in-maguindanao-flash-flood-bukidnon-landslide","Unknown",NA,"Medium",2.2533,10870,"PH","AS","Thu Dec 04 2014 14:29:57 GMT+0000 (UTC)",7.9035,125.3449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352221",6414,2014-09-02,"","landslide","Landslide","Continuous_rain","",1,7,"Times of India","http://timesofindia.indiatimes.com/city/mumbai/8-year-old-killed-six-hurt-in-landslide/articleshow/41565504.cms","Unknown",NA,"Small",3.61847,707035,"IN","AS","Thu Dec 04 2014 15:28:55 GMT+0000 (UTC)",19.2677,73.0618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
